0.9,38.2,9.3,4.6,9.4,0.6,-0.3,0,,,0.9,20,9,20,9,0,0,0,,,9,382,93,46,94,6,-3,0
0.9,37.9,9.3,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,379,93,46,94,6,-6,0
0.9,37.3,9.3,4.6,9.4,0.6,-0.6,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,373,93,46,94,6,-6,-1
0.9,36.7,9.2,4.6,9.4,0.6,-0.5,0,,,0.9,20,9,20,9,0,0,0,,,9,367,92,46,94,6,-5,0
0.9,36.2,9.2,4.6,9.4,0.6,-0.7,0.1,,,0.9,20,9,20,9,0,0,0,,,9,362,92,46,94,6,-7,1
0.9,35.5,9.3,4.6,9.4,0.6,-0.6,0.2,,,0.9,20,9,20,9,0,0,0,,,9,355,93,46,94,6,-6,2
0.9,34.9,9.5,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,349,95,46,94,6,-6,0
0.9,34.3,9.5,4.6,9.4,0.6,-0.7,0,,,0.9,20,9,20,9,0,0,0,,,9,343,95,46,94,6,-7,0
0.9,33.6,9.5,4.6,9.4,0.6,-0.7,0,,,0.9,20,9,20,9,0,0,0,,,9,336,95,46,94,6,-7,0
0.9,32.9,9.5,4.6,9.4,0.6,-0.6,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,329,95,46,94,6,-6,-1
0.9,32.3,9.4,4.6,9.4,0.6,-0.5,0.1,,,0.9,20,9,20,9,0,0,0,,,9,323,94,46,94,6,-5,1
0.9,31.8,9.5,4.6,9.4,0.6,-0.6,0.3,,,0.9,20,9,20,9,0,0,0,,,9,318,95,46,94,6,-6,3
0.9,31.2,9.8,4.6,9.4,0.6,-0.5,0.2,,,0.9,20,9,20,9,0,0,0,,,9,312,98,46,94,6,-5,2
0.9,30.7,10,4.6,9.4,0.6,-0.5,0.2,,,0.9,20,9,20,9,0,0,0,,,9,307,100,46,94,6,-5,2
0.9,30.2,10.2,4.6,9.4,0.6,-0.6,0.1,,,0.9,20,9,20,9,0,0,0,,,9,302,102,46,94,6,-6,1
0.9,29.6,10.3,4.6,9.4,0.6,-0.7,0,,,0.9,20,9,20,9,0,0,0,,,9,296,103,46,94,6,-7,0
0.9,28.9,10.3,4.6,9.4,0.6,-0.6,0.1,,,0.9,20,9,20,9,0,0,0,,,9,289,103,46,94,6,-6,1
0.9,28.3,10.4,4.6,9.4,0.6,-0.6,0.2,,,0.9,20,9,20,9,0,0,0,,,9,283,104,46,94,6,-6,2
0.9,27.7,10.6,4.6,9.4,0.6,-0.6,0.3,,,0.9,20,9,20,9,0,0,0,,,9,277,106,46,94,6,-6,3
0.9,27.1,10.9,4.6,9.4,0.6,-0.6,0.2,,,0.9,20,9,20,9,0,0,0,,,9,271,109,46,94,6,-6,2
0.9,26.5,11.1,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,265,111,46,94,6,-6,0
0.9,25.9,11.1,4.6,9.4,0.6,-0.7,0.1,,,0.9,20,9,20,9,0,0,0,,,9,259,111,46,94,6,-7,1
0.9,25.2,11.2,4.6,9.4,0.6,-0.7,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,252,112,46,94,6,-7,-1
0.9,24.5,11.1,4.6,9.4,0.6,-0.5,0,,,0.9,20,9,20,9,0,0,0,,,9,245,111,46,94,6,-5,0
0.9,24,11.1,4.6,9.4,0.6,-0.6,0.2,,,0.9,20,9,20,9,0,0,0,,,9,240,111,46,94,6,-6,2
0.9,23.4,11.3,4.6,9.4,0.6,-0.7,0.2,,,0.9,20,9,20,9,0,0,0,,,9,234,113,46,94,6,-7,2
0.9,22.7,11.5,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,227,115,46,94,6,-6,0
0.9,22.1,11.5,4.6,9.4,0.6,-0.7,0,,,0.9,20,9,20,9,0,0,0,,,9,221,115,46,94,6,-7,0
0.9,21.4,11.5,4.6,9.4,0.6,-0.7,0,,,0.9,20,9,20,9,0,0,0,,,9,214,115,46,94,6,-7,0
0.9,20.7,11.5,4.6,9.4,0.6,-0.6,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,207,115,46,94,6,-6,-1
0.9,20.1,11.4,4.6,9.4,0.6,-0.6,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,201,114,46,94,6,-6,-1
0.9,19.5,11.3,4.6,9.4,0.6,-0.6,0.1,,,0.9,20,9,20,9,0,0,0,,,9,195,113,46,94,6,-6,1
0.9,18.9,11.4,4.6,9.4,0.6,-0.7,0.1,,,0.9,20,9,20,9,0,0,0,,,9,189,114,46,94,6,-7,1
0.9,18.2,11.5,4.6,9.4,0.6,-0.6,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,182,115,46,94,6,-6,-1
0.9,17.6,11.4,4.6,9.4,0.6,-0.6,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,176,114,46,94,6,-6,-1
0.9,17,11.3,4.6,9.4,0.6,-0.7,-0.2,,,0.9,20,9,20,9,0,0,0,,,9,170,113,46,94,6,-7,-2
0.9,16.3,11.1,4.6,9.4,0.6,-0.5,-0.3,,,0.9,20,9,20,9,0,0,0,,,9,163,111,46,94,6,-5,-3
0.9,15.8,10.8,4.6,9.4,0.6,-0.6,-0.2,,,0.9,20,9,20,9,0,0,0,,,9,158,108,46,94,6,-6,-2
0.9,15.2,10.6,4.6,9.4,0.6,-0.5,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,152,106,46,94,6,-5,-1
0.9,14.7,10.5,4.6,9.4,0.6,-0.7,0,,,0.9,20,9,20,9,0,0,0,,,9,147,105,46,94,6,-7,0
0.9,14,10.5,4.6,9.4,0.6,-0.6,-0.2,,,0.9,20,9,20,9,0,0,0,,,9,140,105,46,94,6,-6,-2
0.9,13.4,10.3,4.6,9.4,0.6,-0.5,-0.2,,,0.9,20,9,20,9,0,0,0,,,9,134,103,46,94,6,-5,-2
0.9,12.9,10.1,4.6,9.4,0.6,-0.6,-0.2,,,0.9,20,9,20,9,0,0,0,,,9,129,101,46,94,6,-6,-2
0.9,12.3,9.9,4.6,9.4,0.6,-0.5,-0.2,,,0.9,20,9,20,9,0,0,0,,,9,123,99,46,94,6,-5,-2
0.9,11.8,9.7,4.6,9.4,0.6,-0.6,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,118,97,46,94,6,-6,-1
