0.9,11.2,9.6,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,112,96,46,94,6,-6,0
0.9,10.6,9.6,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,106,96,46,94,6,-6,0
0.9,10,9.6,4.6,9.4,0.6,-0.6,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,100,96,46,94,6,-6,-1
0.9,9.4,9.5,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,94,95,46,94,6,-6,0
0.9,8.8,9.5,4.6,9.4,0.6,-0.5,-0.1,,,0.9,20,9,20,9,0,0,0,,,9,88,95,46,94,6,-5,-1
0.9,8.3,9.4,4.6,9.4,0.6,-0.6,-0.2,,,0.9,20,9,20,9,0,0,0,,,9,83,94,46,94,6,-6,-2
0.9,7.7,9.2,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,77,92,46,94,6,-6,0
0.9,7.1,9.2,4.6,9.4,0.6,-0.6,0.1,,,0.9,20,9,20,9,0,0,0,,,9,71,92,46,94,6,-6,1
0.9,6.5,9.3,4.6,9.4,0.6,-0.7,0.1,,,0.9,20,9,20,9,0,0,0,,,9,65,93,46,94,6,-7,1
0.9,5.8,9.4,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,58,94,46,94,6,-6,0
0.9,5.2,9.4,4.6,9.4,0.6,-0.6,0,,,0.9,20,9,20,9,0,0,0,,,9,52,94,46,94,6,-6,0
0.9,4.6,9.4,4.6,9.4,0.6,0,0,,,0.9,20,9,20,9,0,0,0,,,9,46,94,46,94,6,0,0
